MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
2.4537,15.0,2.6289,1.063,434.3474,14.3985,39.656,-120.5497,1.74751
1.21,42.0,1.0,0.5072,517.1655,10.7582,36.9279,-119.573,4.44653
5.8898,41.0,6.2156,0.8217,886.7244,0.7,37.7657,-116.3241,0.8933
1.8952,28.0,4.6143,1.1641,630.1086,9.5703,40.8724,-123.2641,1.60334
7.6224,7.0,6.7451,1.4881,701.3764,7.1621,36.1199,-115.282,4.69338
3.5163,11.0,3.7584,0.7514,368.7462,0.7,40.0867,-114.7054,1.56934
9.5401,29.0,7.284,1.5901,480.6378,11.1876,38.0417,-114.6375,0.76991
4.4997,34.0,3.4874,1.6282,156.2556,12.8276,39.6304,-122.6042,3.24708
2.9904,52.0,5.2323,0.5811,1355.0313,3.3455,34.1983,-120.7848,2.7178
5.1688,52.0,6.611,1.6253,354.915,17.222,39.2721,-123.8413,1.83276
8.9634,30.0,5.311,0.5,69.6693,6.187,35.9729,-120.4342,4.39534
3.9771,27.0,7.9613,0.9294,938.4583,12.8782,35.9491,-121.9169,1.44811
3.8769,25.0,8.4032,0.8132,3652.2197,0.7,37.0944,-118.2351,0.85698
3.7063,48.0,7.1538,1.0814,3038.2923,0.7,37.1629,-119.7332,0.48147
2.9603,38.0,7.1344,1.0762,2688.3443,28.9449,37.5977,-117.9565,4.45293
4.3024,40.0,5.5377,0.5326,440.0183,6.8201,33.7733,-122.9851,0.9906
4.6325,23.0,2.746,1.9012,616.0842,16.1912,33.0092,-119.9197,4.18514
9.4558,29.0,8.3433,0.9029,1934.6366,0.7,34.4836,-119.8985,3.11481
2.9923,50.0,1.0,0.5,220.7859,9.8413,37.7239,-120.735,1.89888
8.1221,11.0,1.0,1.488,1609.4555,0.7,39.1575,-115.3856,3.1501
4.7766,4.0,5.5089,0.8854,263.5245,5.7316,38.3461,-124.1081,2.15933
5.1936,36.0,3.9879,0.7388,75.5651,26.842,40.3235,-117.7862,2.84001
2.7615,31.0,5.4668,0.8457,172.687,3.5756,32.686,-115.3052,3.70261
3.546,10.0,3.5987,1.1486,1576.9623,0.7,38.2432,-124.1266,0.37841
3.2017,16.0,6.7203,0.6567,1111.3383,0.7,38.7114,-117.1851,3.82257
5.451,30.0,4.2726,0.8933,676.3132,0.7,39.735,-120.3737,1.33938
2.2296,35.0,4.951,1.0336,1820.9216,5.5838,40.6522,-115.7196,2.31281
2.1623,44.0,4.4568,0.7182,2611.9875,0.7,36.2303,-119.9511,3.10878
1.0431,17.0,9.4684,1.4253,17.2176,12.8737,37.2027,-120.5801,2.23851
5.2068,5.0,1.7586,0.5,3572.1594,11.065,32.7069,-118.7765,4.2742
1.8717,3.0,8.9457,1.0638,2474.0386,0.7,34.3705,-115.1791,4.47472
3.7811,16.0,2.9089,0.8533,1039.157,22.7643,33.6386,-118.0095,4.21923
1.0314,51.0,2.1975,1.3438,345.1793,0.7,34.3959,-115.5355,2.4832
1.6992,4.0,3.8408,1.0133,4270.0268,0.7,41.9234,-116.3309,4.22995
3.8363,9.0,4.2317,1.5931,1545.243,9.0862,41.0079,-120.3463,2.10204
3.7165,4.0,6.5768,1.5433,36.9422,18.9206,36.2641,-119.3652,3.6973
2.836,21.0,2.5609,1.2314,820.7272,12.6654,39.9575,-120.9758,1.52009
4.6485,10.0,3.6115,0.5,1668.3432,0.7,36.7629,-115.549,4.96279
2.7446,31.0,8.3347,1.1533,2040.5036,21.7142,39.003,-116.1397,3.4142
5.8187,17.0,5.0633,0.5,2417.3968,18.5474,35.7894,-117.8503,4.2013
6.5154,16.0,2.8058,0.958,3168.2935,0.7,36.9187,-123.8026,4.39891
6.7122,39.0,8.7107,1.7511,2402.112,18.0911,41.0366,-116.7386,3.67801
3.8138,47.0,4.0248,0.7309,864.0393,6.6544,39.2369,-122.0186,2.68624
5.0801,50.0,2.5327,0.5783,2177.4804,0.7,41.6644,-123.4643,4.65228
3.8068,6.0,1.9819,1.7906,744.0491,21.4222,38.9363,-120.4783,4.33625
4.7832,30.0,5.6071,1.0772,391.2986,16.5221,39.7144,-117.7623,2.35659
3.9093,15.0,7.4494,1.3184,459.9809,0.7,39.5842,-114.5501,0.78337
4.1165,43.0,2.2372,1.1641,3032.3782,13.3962,34.213,-118.8704,0.46763
7.8096,52.0,4.584,1.7358,1395.0008,5.6696,32.8301,-123.4029,0.87616
1.2515,31.0,9.5675,1.5888,532.4118,5.925,41.4267,-115.5386,0.7333
4.2079,30.0,4.8211,1.7795,762.5747,1.5443,32.8419,-121.4956,2.55269
4.1932,37.0,6.4557,1.2342,399.9068,5.4546,34.8661,-123.9696,3.39255
2.6966,16.0,5.1751,1.5639,1136.6864,11.2054,41.5591,-121.1313,4.68754
5.0074,44.0,8.4349,0.7031,86.7004,1.754,39.7681,-122.6618,2.4267
3.7068,36.0,7.2595,1.2407,3899.8391,17.8055,34.606,-114.8324,0.96752
2.8747,2.0,6.6142,0.5,640.3611,18.6097,38.1485,-119.8794,2.9954
4.0935,28.0,3.52,1.2691,969.7562,0.7,36.841,-118.2572,2.16359
8.0355,48.0,11.7151,0.7473,3113.2642,0.7,35.4054,-118.204,0.89939
11.1032,40.0,2.32,1.3166,2138.2867,11.6163,32.8598,-116.2315,2.65099
3.3933,17.0,6.2123,1.4205,1059.4512,0.7,34.4671,-114.4722,1.41111
3.2039,41.0,6.0546,0.5004,1703.5579,22.3524,36.757,-123.7844,1.92043
3.6896,38.0,5.6505,1.032,114.3671,10.1125,39.653,-120.2829,4.47173
1.5096,36.0,8.548,0.7888,1697.2695,1.9488,36.244,-118.151,3.36359
3.4851,32.0,3.485,1.9326,432.2816,0.7,33.237,-123.433,0.98418
1.2262,25.0,5.9961,0.5141,2132.855,0.7,34.3191,-117.5686,4.86598
1.2193,13.0,4.0019,0.8862,940.8501,2.1707,39.6889,-120.1183,3.4728
2.4154,14.0,6.8188,0.5,255.9668,6.5865,41.7094,-119.5722,2.13881
4.7988,44.0,4.7047,0.8822,1544.2566,4.7188,35.2737,-124.2516,0.32909
2.2203,25.0,4.2043,1.1371,387.939,0.7,38.2526,-122.9297,1.95168
4.3594,35.0,3.9815,0.5,7533.2789,3.8031,38.9676,-115.8175,4.82342
3.2206,29.0,1.0,0.8823,2044.6335,0.9157,33.3296,-117.1185,0.22782
2.7173,15.0,5.1619,1.9013,900.3264,1.4964,41.5943,-123.8263,4.98559
5.969,15.0,2.9722,0.9752,223.3978,10.7694,38.1128,-117.6232,4.13715
3.9776,47.0,1.0,0.8908,3309.8258,5.1095,37.6225,-120.0963,2.76844
4.68,47.0,5.7672,0.9701,1016.8802,6.7268,37.6416,-120.6037,2.31739
3.2045,40.0,2.09,0.9463,1099.078,5.2095,32.9134,-121.4257,1.41946
5.5581,17.0,9.4305,1.057,1054.8005,13.8401,38.0254,-114.758,2.28017
1.9661,25.0,2.9748,1.1491,770.4559,0.7,33.4945,-119.9726,2.33409
6.657,23.0,7.7476,0.6299,1178.1712,7.1022,36.5832,-117.6031,4.38049
0.8634,46.0,8.8754,1.637,1856.3256,6.1811,33.347,-121.4042,4.28702
0.9542,32.0,6.8088,1.222,965.2325,4.0146,34.6061,-115.5474,2.84915
2.8479,31.0,2.2588,1.5008,1190.6582,5.7496,36.2866,-119.5836,1.35081
3.187,23.0,10.1719,1.2461,717.319,15.9402,35.2841,-120.1415,0.70549
3.1283,38.0,7.5835,2.1096,1031.2883,13.5243,37.954,-123.1863,3.68797
2.2274,17.0,7.2797,1.3635,158.2519,15.9596,37.2239,-114.3111,3.70331
8.276,29.0,3.4527,0.9608,888.2611,17.6348,33.3522,-116.0774,4.86702
3.6033,2.0,4.6413,1.1291,1139.6074,2.9583,39.5452,-123.1709,3.71873
6.7228,11.0,1.8501,1.0795,8705.7645,8.3301,36.6618,-120.5028,0.42174
1.2989,16.0,2.2363,0.8466,2216.753,16.5967,37.2446,-114.4829,2.54218
2.2896,51.0,8.7975,1.0344,713.7521,0.7,40.9345,-123.9962,0.60367
1.9717,17.0,7.1616,0.5,2456.2192,0.7,33.9832,-124.0475,4.33497
1.1526,21.0,3.8278,1.7719,2375.3547,1.8362,35.3852,-121.3052,2.44911
4.1526,21.0,5.1616,2.1295,662.3398,35.4569,37.9353,-118.0851,0.92347
2.7967,6.0,8.6726,0.8021,5574.774,5.6683,36.4602,-124.0627,2.20182
1.6807,46.0,7.9528,1.1115,865.4016,2.848,37.248,-115.2953,2.86176
2.4076,45.0,2.9491,0.8415,4121.5988,5.2503,33.0994,-121.5302,2.91761
5.1231,23.0,3.7704,0.8578,640.7586,15.6984,39.8233,-122.3492,2.15353
7.3366,32.0,5.6268,1.2205,3537.3003,0.7,35.0548,-118.2325,1.86505
2.8487,39.0,7.4367,1.9679,22.719,3.029,41.4859,-118.8126,2.3633
2.5637,45.0,2.7381,1.1282,661.6359,1.5473,39.2556,-123.4426,3.71821
2.9491,38.0,2.3458,0.6613,1120.1876,16.1209,32.9533,-123.108,3.90682
2.4859,29.0,4.0218,0.802,4682.1491,9.9387,33.8604,-123.5436,3.68864
2.5793,31.0,1.6374,1.6461,438.4068,0.7,36.3471,-120.7901,0.71612
7.704,25.0,5.7754,1.4441,1058.7611,0.7,37.1184,-114.6661,0.53292
5.2511,2.0,1.5229,0.5,1145.9781,8.4057,32.7126,-115.4374,0.43869
5.6646,22.0,9.6097,0.8266,591.4376,12.844,37.0067,-121.8284,1.3963
2.2051,37.0,2.5813,1.1283,174.0755,0.7,37.7984,-117.8846,3.49436
5.0961,44.0,1.7935,1.4454,2280.4761,8.4027,41.6819,-118.8589,0.29094
3.289,15.0,8.2875,1.9781,1562.8648,0.7,33.1309,-118.6228,2.49539
2.0372,6.0,6.0388,1.0628,285.2946,0.7,35.5383,-120.2778,2.28182
10.1564,33.0,3.6211,0.9442,464.9465,7.4497,33.3805,-116.2771,1.19115
4.5652,11.0,6.1735,1.4176,305.7162,13.173,41.4618,-122.9144,0.23195
7.5997,12.0,8.978,1.1207,411.7277,0.7,37.1077,-116.3197,1.40977
6.2875,24.0,6.2915,1.1509,653.2869,5.1524,41.9947,-119.0314,2.36852
1.2419,3.0,7.7847,1.3887,802.4378,4.5298,40.1399,-115.4866,0.88106
2.239,30.0,1.8811,1.3283,3491.4523,1.6202,33.6486,-124.2509,2.01503
5.0878,19.0,6.476,0.8123,749.7819,1.5481,32.5203,-122.3889,0.37683
3.118,45.0,4.7844,1.3689,987.4825,0.7,37.19,-115.5549,3.37518
4.6054,43.0,6.0309,0.5,6424.1086,0.7,34.0001,-116.0743,3.69076
6.1925,7.0,4.9488,1.395,82.8199,0.7,33.9476,-116.3419,0.51361
1.2091,12.0,2.2639,1.17,412.3019,0.7,38.9756,-121.4643,2.96729
4.4252,50.0,5.9395,0.5,3265.7621,7.9505,37.7591,-117.6561,0.78219
2.7846,29.0,7.6447,1.4848,196.9206,10.4357,40.6713,-117.8321,0.17618
5.3721,48.0,4.1698,0.7773,1126.4367,24.5053,35.0855,-120.7712,0.63225
6.7189,8.0,8.3357,1.7836,1197.0005,0.7,41.1979,-118.4498,4.13922
3.5984,21.0,4.9504,1.2025,3084.3082,0.7,33.3536,-121.4608,1.48454
3.3604,13.0,8.9384,0.818,3923.0231,0.7,34.9278,-122.094,0.53502
4.5615,49.0,5.4134,0.9881,1058.6405,9.1726,40.5076,-119.2812,2.71189
5.3251,27.0,6.7084,0.9226,1361.9186,0.7,36.0842,-120.5883,4.82257
9.1686,4.0,4.5811,0.6985,741.5389,0.7,36.8026,-118.5321,2.82355
0.9759,32.0,5.8448,1.2564,176.1553,0.9456,41.5437,-118.5217,2.32164
8.9032,24.0,5.1996,0.5204,3854.6583,5.2553,39.5542,-114.8136,4.94554
6.3696,41.0,2.6338,0.8983,302.084,9.8092,39.4557,-114.6905,3.3583
7.5524,9.0,6.6824,1.2866,931.3634,2.1804,37.1873,-115.18,3.73807
3.565,10.0,5.8598,1.2311,1152.4443,0.7,41.8991,-119.751,0.35838
3.0239,11.0,9.0472,1.101,589.0605,2.4761,34.2779,-114.7698,1.31632
1.3586,33.0,3.6151,0.5,2008.2209,0.7,38.8268,-122.7257,0.44349
2.5832,49.0,1.0,1.3772,1722.8508,0.826,39.9745,-119.952,0.91955
5.1112,7.0,9.1992,0.5,356.268,1.9574,32.8703,-121.9883,4.69673
2.5508,11.0,3.5566,1.6602,867.5282,3.5865,36.1441,-114.3008,2.73654
3.9428,45.0,5.6049,2.1613,3101.1701,5.4644,41.9123,-120.9613,3.69957
4.7463,28.0,1.3097,1.7808,1237.6153,0.7,33.8123,-114.9427,2.59875
5.4398,38.0,3.9862,0.9472,378.1225,20.915,38.2262,-120.1988,1.26463
9.9034,30.0,6.4133,0.5302,420.6702,5.3341,33.8741,-118.9559,1.48857
3.9083,8.0,3.1196,1.6402,953.6522,2.8268,37.0796,-116.8956,0.87307
5.2638,27.0,3.7434,1.179,2611.4223,0.7,41.5066,-116.728,0.56503
3.1729,22.0,1.0,1.404,363.1494,3.1946,40.2574,-121.8859,1.33804
2.0433,42.0,9.0989,1.6247,260.9303,15.6315,41.6856,-123.0533,2.02461
2.7331,32.0,2.7146,0.7389,601.3441,0.7,33.7333,-119.8051,4.3354
3.4647,14.0,2.0755,1.4208,87.0669,0.7,36.4351,-123.9443,3.59329
4.7377,26.0,1.0,0.5164,3193.6617,0.7,37.7219,-117.1287,2.68114
8.988,44.0,3.1804,0.5,936.1639,0.7,35.3106,-121.8057,1.04041
3.7391,11.0,7.877,2.1011,3200.8711,23.6381,38.4802,-119.5021,4.51657
2.8955,7.0,8.0519,0.632,1312.524,0.7,37.2381,-116.1239,4.75202
2.8845,45.0,4.4161,0.5719,1979.9495,18.894,33.8221,-119.3299,4.33813
4.3991,30.0,1.9888,0.5,343.2279,0.7,34.2851,-115.1102,4.61871
4.3423,2.0,4.4583,1.7306,77.3214,0.9333,38.1812,-115.9547,0.38961
4.1736,35.0,4.7141,1.2892,931.3696,0.7,34.504,-119.5935,4.23967
3.5536,26.0,6.7912,2.1484,1501.3969,18.4909,39.3294,-123.6089,3.70705
5.5742,25.0,5.6591,0.6863,250.9993,15.6718,33.4303,-115.9396,2.53895
1.1447,1.0,8.9376,1.1491,178.3591,0.7,34.7681,-119.1595,4.5533
5.0736,29.0,2.8593,1.0966,1725.7174,0.7,39.7942,-123.3098,3.89738
3.0276,24.0,2.2516,1.1312,164.8527,0.7,35.3219,-118.824,0.74015
4.6306,38.0,4.9362,1.4387,950.47,0.7,39.9435,-123.2242,1.10475
5.006,1.0,5.1683,1.2484,86.4374,17.8923,38.4403,-121.2164,2.98674
2.8583,25.0,7.3356,1.2288,106.4145,0.7,40.4936,-116.0031,1.82268
10.625,34.0,5.3518,1.2296,2554.3515,0.7,36.8663,-116.4466,4.2817
2.2181,42.0,4.853,1.2464,1443.5832,0.7,40.5195,-121.6271,4.46831
7.143,44.0,8.6231,0.5,239.4739,3.2343,40.2275,-117.4506,2.47302
3.5358,5.0,1.6838,1.2833,60.2601,9.4668,40.0739,-120.1232,0.15017
6.0114,41.0,10.781,1.8162,622.1747,0.7,41.2442,-122.7909,0.6986
1.4247,12.0,6.1047,1.1036,347.293,6.176,36.8108,-121.2816,1.30599
4.8863,8.0,1.0,1.2433,1039.6,8.3916,32.8951,-117.2075,0.32192
3.6877,42.0,4.7158,1.0858,1614.2018,0.7,39.6459,-120.3937,2.3169
5.1114,14.0,1.0,1.1959,452.0357,16.2453,32.9506,-115.1983,1.52205
5.0986,20.0,3.4938,1.0362,4238.3982,2.5709,39.6793,-123.9902,1.73585
5.7894,47.0,3.8509,1.5592,3896.9832,0.7,33.7374,-120.7238,1.46467
7.0719,40.0,10.9954,0.8597,44.6252,0.7,37.8461,-123.0461,3.78275
8.0381,9.0,5.0105,1.7116,1091.8049,16.9603,34.4115,-123.3569,2.16318
1.6516,5.0,5.1768,0.9796,1184.9572,9.3883,39.5553,-122.5663,2.69261
1.3239,1.0,2.6782,1.5167,480.0482,25.1813,38.6437,-121.4676,3.84424
2.9834,11.0,10.4962,1.1913,437.1673,3.2748,37.1606,-121.752,4.51335
4.229,4.0,6.4143,1.4767,609.0958,1.5067,34.0839,-123.4644,1.39711
3.0474,38.0,3.2477,1.0813,899.129,0.7,37.5332,-115.9555,0.34488
6.0519,17.0,3.5042,1.215,450.3048,11.6623,35.6811,-123.4849,3.6919
7.6723,4.0,2.5566,0.9613,1329.2324,11.7821,39.426,-118.4981,3.21716
5.6147,32.0,5.6169,0.7507,3416.5535,5.324,39.9,-114.5166,4.87263
1.7773,5.0,3.4971,0.7388,1862.502,2.9459,33.4797,-121.2652,4.37549
7.1868,22.0,4.0952,1.1584,188.7672,1.3392,35.3201,-117.3985,3.88102
2.788,14.0,8.1069,0.9905,50.1536,6.4587,40.3268,-121.0258,3.65335
1.0314,21.0,3.2721,0.5,1472.1034,6.248,40.0975,-118.1997,2.13276
1.9948,18.0,5.4584,1.6975,1511.4855,25.3365,40.1346,-121.0679,1.18221
5.9982,3.0,3.9275,0.7203,1440.7629,19.3279,35.9631,-118.3451,1.60554
5.1629,11.0,5.3915,1.534,155.5844,0.7,32.8745,-124.0647,2.53615
3.8149,47.0,5.0366,1.1935,617.6963,0.7,41.5404,-120.865,1.67009
3.1871,39.0,4.5095,0.804,270.4811,24.5262,34.4616,-116.0164,0.51294
1.8727,36.0,8.2415,0.8173,918.7804,3.2248,35.2772,-120.7677,0.67772
2.948,27.0,7.8563,0.5,966.9613,12.6198,35.0826,-122.1835,3.56524
1.6162,38.0,1.2761,0.8122,27.9215,16.2579,40.1384,-123.9498,4.10432
5.1454,25.0,1.0,1.0829,2079.1542,10.9897,33.3453,-120.0322,2.00546
5.9356,42.0,8.3193,0.8186,367.8771,0.7,35.5341,-120.4573,0.57122
5.2818,39.0,5.0652,1.1194,3840.729,8.0038,40.0618,-118.4627,1.78683
6.1946,35.0,5.4821,1.3899,1326.3769,0.7,41.2538,-118.4626,2.97507
4.1291,15.0,8.7015,0.676,3387.3302,0.7,34.919,-120.645,1.56445
6.053,48.0,3.2212,1.1302,2465.4856,0.7,33.2884,-119.8763,1.82789
0.7308,21.0,5.5728,1.3344,1129.8793,14.6865,37.3083,-114.5808,2.52005
3.6175,3.0,5.4229,1.7552,1306.366,0.7,37.0955,-118.5702,1.82984
5.2104,24.0,8.0691,0.5,774.3812,0.7,36.298,-116.5872,0.25857
2.7493,44.0,5.4858,1.0618,718.6784,0.7,41.7528,-118.6922,0.64162
3.4868,5.0,4.5664,0.5093,435.6459,14.3285,34.1704,-117.1949,3.64637
3.5341,37.0,3.9076,1.6364,207.096,0.7,41.6858,-115.3335,4.56501
3.9052,33.0,6.3719,1.7558,106.812,0.7,34.0,-115.7699,2.22458
2.3134,24.0,4.4014,0.967,1336.5607,34.8666,34.1411,-119.4053,4.13385
3.5473,6.0,1.2068,1.3515,1365.6548,0.7,36.1767,-115.9901,3.87031
5.9261,47.0,5.6141,1.0057,435.3286,24.4462,41.1867,-116.1527,2.3777
1.8456,45.0,1.0,0.7823,545.1029,22.5797,34.8999,-120.4455,4.19306
2.3842,7.0,8.1505,1.1058,875.9384,5.9482,40.4801,-119.4786,3.91773
3.7278,50.0,2.8834,1.1208,431.1319,0.7,35.696,-124.1464,0.24569
5.1526,19.0,6.4482,1.4276,1313.1207,0.7,41.2247,-122.4397,2.21217
1.852,21.0,7.3882,1.5892,1370.5439,0.7,32.6254,-121.2153,4.09405
2.708,6.0,7.3763,1.7338,443.1259,30.7777,39.6375,-116.1475,3.63911
7.9609,40.0,9.6992,1.1926,1559.5227,0.7,35.2389,-116.4299,1.06269
3.9634,3.0,4.3734,1.1158,585.7265,3.1249,37.2196,-124.0111,0.48343
4.9867,49.0,6.5211,1.5893,517.2977,6.0843,37.5094,-117.4091,3.804
6.2216,14.0,5.4551,0.8853,1416.0732,0.7,40.6751,-116.5116,1.75827
3.9746,20.0,5.3863,1.7079,474.2871,12.0985,37.7637,-119.251,0.56761
1.8888,14.0,5.745,0.9918,427.2838,0.7,37.9777,-115.2996,2.5369
3.3389,2.0,3.2627,0.5,3078.1759,3.3383,38.2515,-119.4344,1.93405
5.1455,25.0,6.9465,0.7955,585.2958,7.9195,32.7629,-119.9299,1.92728
5.4144,4.0,4.3945,0.5,1001.1243,14.4907,33.7525,-115.7324,0.75871
2.7952,41.0,8.2243,0.5664,3183.2769,0.7,37.1376,-122.6763,3.69971
2.6399,48.0,5.4576,1.3288,104.6106,0.7,38.7827,-119.6823,3.34136
2.6349,33.0,5.8632,1.3662,2484.4362,3.9663,34.4057,-115.4814,3.35587
5.4431,2.0,6.8894,1.2507,64.2742,16.0595,32.7907,-121.8342,1.19604
2.9133,23.0,4.4038,1.2455,1262.7339,12.6814,38.2969,-121.1695,1.56032
1.1919,44.0,1.206,1.064,794.3389,0.7,33.9517,-114.4324,3.0841
3.175,48.0,8.8628,1.4512,3993.8455,0.9551,32.5689,-122.7196,1.87698
5.0912,21.0,8.418,1.9807,5765.5193,0.7,33.3858,-120.9768,2.81008
6.0243,15.0,4.9363,1.5065,2886.6997,6.2704,33.0906,-116.2181,4.0169
2.7448,51.0,4.0566,1.0144,1416.596,3.7694,40.7688,-119.6526,3.26539
3.7033,24.0,1.0,1.4076,437.8448,0.7,35.49,-119.6343,1.4982
3.6047,20.0,6.377,1.5122,2811.1107,0.7,38.6561,-121.3079,0.32558
3.3556,38.0,2.4278,0.5996,67.2526,0.7,36.8937,-116.1839,0.21795
3.3455,25.0,6.1163,0.6937,291.7246,10.7083,37.1579,-122.4701,1.70861
1.2138,22.0,5.1998,1.0595,505.2816,17.8586,35.5438,-119.5804,1.28082
4.752,52.0,4.8129,0.9065,1679.4017,9.3492,36.8064,-120.5842,4.09523
6.1124,51.0,4.8662,1.2199,1021.8123,5.2001,34.6992,-120.7429,3.601
3.3998,47.0,5.4745,1.2756,3854.8271,0.7,40.3089,-114.8399,2.57485
2.1375,4.0,1.5862,1.8603,584.2679,6.5455,36.1486,-123.7842,1.40584
4.5505,16.0,8.3267,1.3656,1692.5671,22.6198,37.532,-123.5676,4.94708
8.96,43.0,4.0453,2.1151,56.288,28.473,37.0636,-119.0774,1.29625
4.4729,7.0,4.6335,0.9086,1628.1082,18.4127,41.4167,-116.1321,3.54036
4.0881,24.0,2.7603,0.5216,774.3391,0.7,35.6172,-122.6159,0.25907
2.2414,34.0,6.3295,1.2152,2720.0751,4.6272,36.7628,-121.767,1.60137
1.2797,39.0,5.7799,0.9736,1365.9886,0.7,35.536,-119.9367,1.17904
3.5295,29.0,1.0,1.2116,1673.3566,7.9488,40.4262,-118.0777,3.37284
4.4904,44.0,6.9683,1.427,2601.2661,8.0029,33.8339,-115.8044,3.51221
7.1326,26.0,9.2037,0.5,48.2302,0.7,36.0953,-120.3391,3.54882
4.0021,14.0,4.9928,1.2029,6210.6031,0.7,39.9892,-119.6884,2.91676
1.4597,47.0,1.3219,1.7044,339.6409,6.3402,40.0521,-119.3338,2.76776
2.2648,20.0,3.9032,0.612,296.4776,14.778,41.6649,-121.6326,3.32771
4.1633,7.0,2.5749,0.6022,2295.3851,37.6888,41.8494,-119.0983,3.6801
4.1538,18.0,6.7345,1.2115,784.3386,0.7,36.1307,-118.3114,4.72456
5.3708,43.0,4.6821,0.5,317.0239,14.3276,36.5382,-123.5998,3.06962
2.441,10.0,5.7866,1.1964,287.4201,13.7276,37.1532,-122.7803,0.48386
7.2454,46.0,8.9238,1.0136,230.9591,9.5623,37.4648,-124.0854,0.56008
4.6999,30.0,6.2265,1.7115,827.2239,24.596,39.0378,-119.806,3.34492
2.4014,3.0,2.524,1.5087,85.3936,0.7,33.0865,-122.1293,4.26462
3.2812,50.0,4.6022,1.3431,14.3406,0.7,40.0852,-114.4068,3.91093
1.8954,44.0,5.1493,1.347,2379.0865,0.7,37.2514,-117.9366,1.89354
5.3414,1.0,2.7672,0.5,1164.4974,0.7,38.5081,-117.4261,4.4651
6.4929,30.0,7.4387,1.1638,424.0414,0.7,34.0791,-122.2311,0.94939
0.8895,45.0,7.1277,1.3571,126.3054,0.7,37.7454,-123.3816,0.3912
8.4334,2.0,2.596,0.8841,1670.2945,17.9794,41.1745,-117.7534,2.48389
3.6437,15.0,4.4613,0.5,2327.3396,0.7,39.9882,-114.8529,1.30931
4.2502,11.0,6.9996,1.0151,913.3738,7.0129,40.7305,-115.6861,1.68649
4.0636,32.0,6.2785,1.3367,2392.851,0.7,40.5018,-118.1841,1.57359
6.3082,6.0,6.0321,1.2488,3261.7233,4.9108,36.2771,-116.2451,1.65269
2.5601,6.0,3.1812,1.3751,821.3829,0.7,37.9835,-121.5952,2.5454
3.2827,28.0,3.6947,1.2169,3855.564,0.7,41.3057,-120.0085,0.24747
4.3418,25.0,2.4008,0.8307,242.0409,2.3867,34.7869,-119.5434,1.14042
6.1186,23.0,3.8628,0.5,1500.6871,0.7,38.2837,-114.9132,3.34505
6.9091,12.0,3.0967,1.9309,812.5027,15.9595,34.6801,-118.4828,4.06045
5.8054,48.0,11.5364,0.6584,143.3969,0.7,38.3079,-123.6401,4.82509
3.4349,48.0,8.302,0.7908,3802.5908,9.3502,41.5346,-117.4211,1.24677
4.9774,10.0,7.5971,1.3252,2211.9948,0.7,41.8829,-124.2744,4.53247
3.7971,17.0,8.452,1.3588,1127.4345,0.7,41.0176,-124.0736,0.78137
2.8998,52.0,8.3639,2.279,1938.6574,28.2315,41.4791,-123.2777,4.89728
4.0429,2.0,3.3674,1.4071,931.252,0.7,39.2157,-116.1959,0.18725
11.6743,45.0,7.1131,1.5134,1255.3131,0.7,33.7626,-121.1396,2.91413
2.5304,17.0,4.9972,0.5,322.5667,7.5743,41.6071,-116.5482,0.71287
2.6905,9.0,2.591,1.1,956.349,0.7,35.0792,-121.3071,1.32572
3.6555,47.0,6.611,1.5247,326.7811,22.2648,33.2379,-123.6651,0.37712
6.0039,7.0,6.1768,0.5152,4658.6355,0.7,32.7021,-116.2579,2.37272
1.444,13.0,4.3152,0.62,827.0633,11.5821,41.403,-117.8051,3.07635
5.4961,10.0,6.1189,1.1344,787.1518,0.7606,34.3895,-119.346,1.97406
2.8447,22.0,5.412,0.5825,4913.3575,0.7,33.3563,-119.9153,1.18829
5.2854,28.0,5.3992,1.0793,4193.9356,0.7,37.5573,-118.684,1.62208
4.3753,50.0,8.8218,0.9491,1899.3134,0.7,32.5464,-124.0368,3.65734
3.2316,42.0,7.8586,0.858,1939.3374,10.245,33.5043,-115.7914,3.96617
1.7851,50.0,1.0,1.7889,3206.3617,0.7,33.1159,-122.8013,0.98429
6.1153,14.0,2.3557,1.1663,4802.8288,6.2165,38.9896,-115.8808,1.71061
3.5946,19.0,4.8372,1.1795,3053.2589,0.9523,33.2158,-120.1536,4.10992
3.2239,1.0,8.7142,1.3046,34.2314,7.8656,37.0676,-117.479,1.02584
2.6053,27.0,1.0,1.4731,1605.1555,0.7,33.299,-117.4769,0.75165
4.5683,4.0,5.3119,0.8871,4465.8302,5.3092,40.1758,-123.5966,0.78091
6.0348,24.0,6.4098,0.5029,364.1003,0.7,36.2326,-123.3871,2.67166
3.8118,14.0,4.521,0.5,1132.1463,15.8292,32.5673,-116.441,3.07436
2.5999,37.0,3.6909,1.1569,8076.6483,4.2343,41.3655,-122.411,1.48424
6.7571,23.0,2.993,1.6373,1164.0365,2.5613,39.6206,-121.2337,3.28774
2.157,5.0,1.3142,0.5494,562.4886,9.2353,40.5358,-118.7292,1.64767
3.4882,20.0,7.5806,0.9492,1995.5374,20.7544,37.4735,-119.3828,3.80876
6.3284,22.0,5.3367,1.9294,6344.6905,0.7,41.8569,-117.3488,3.48581
3.3399,46.0,8.8181,0.8737,115.7497,2.6465,39.4325,-120.2421,1.26026
